assembly_version	biosample_accession	bioproject_accession	organism	genus	n_arg_occurrences	n_plasmid_args	n_chromosomal_args	pct_plasmid	n_distinct_families	n_arg_bearing_replicons	n_arg_bearing_plasmids
GCF_041004885.1	SAMN42440391	PRJNA1135755	Klebsiella pneumoniae	Klebsiella	17	11	6	64.706	14	2	1
GCF_041005335.1	SAMN42440390	PRJNA1135755	Enterobacter hormaechei	Enterobacter	24	20	4	83.333	22	4	3
GCF_041005825.1	SAMN42440389	PRJNA1135755	Enterobacter hormaechei	Enterobacter	43	37	6	86.047	32	5	4
GCF_041005965.1	SAMN42440387	PRJNA1135755	Enterobacter hormaechei	Enterobacter	20	16	4	80.0	18	2	1
GCF_041006055.1	SAMN42760310	PRJNA1139109	Klebsiella pneumoniae	Klebsiella	12	0	12	0.0	12	1	0
GCF_041006285.1	SAMN42440385	PRJNA1135755	Klebsiella pneumoniae	Klebsiella	11	5	6	45.455	9	2	1
GCF_041006445.1	SAMN19611296	PRJNA736151	Enterobacter ludwigii	Enterobacter	4	0	4	0.0	4	1	0
GCF_041014805.1	SAMN35450268	PRJNA977101	Klebsiella quasipneumoniae	Klebsiella	25	21	4	84.0	22	4	3
GCF_041022025.1	SAMN42768047	PRJNA1139232	Klebsiella pneumoniae	Klebsiella	15	13	2	86.667	15	3	2
GCF_041022035.1	SAMN42768431	PRJNA1139245	Klebsiella pneumoniae	Klebsiella	10	8	2	80.0	9	3	2
GCF_041022045.1	SAMN42768480	PRJNA1139252	Klebsiella pneumoniae	Klebsiella	15	11	4	73.333	14	3	2
GCF_041022055.1	SAMN42768481	PRJNA1139253	Klebsiella pneumoniae	Klebsiella	26	24	2	92.308	22	3	2
GCF_041022065.1	SAMN42768869	PRJNA1139309	Klebsiella pneumoniae	Klebsiella	9	5	4	55.556	9	2	1
GCF_041022075.1	SAMN42768880	PRJNA1139310	Klebsiella pneumoniae	Klebsiella	9	5	4	55.556	9	2	1
GCF_041022085.1	SAMN42769079	PRJNA1139322	Klebsiella pneumoniae	Klebsiella	16	12	4	75.0	14	3	2
GCF_041022095.1	SAMN42769060	PRJNA1139315	Klebsiella pneumoniae	Klebsiella	8	6	2	75.0	6	3	2
GCF_041026645.1	SAMN42777018	PRJNA1139686	Klebsiella pneumoniae	Klebsiella	5	1	4	20.0	5	2	1
GCF_041026665.1	SAMN42787567	PRJNA1139812	Klebsiella pneumoniae	Klebsiella	24	20	4	83.333	23	4	3
GCF_041075275.1	SAMN42447756	PRJNA991498	Klebsiella quasipneumoniae	Klebsiella	4	0	4	0.0	4	1	0
GCF_041080615.1	SAMN42876768	PRJNA1141108	Pseudomonas aeruginosa	Pseudomonas	23	18	5	78.261	20	2	1
GCF_041081805.1	SAMN42316426	PRJNA1131623	Klebsiella pneumoniae	Klebsiella	15	6	9	40.0	12	3	2
GCF_041081935.1	SAMN42315894	PRJNA1131621	Klebsiella pneumoniae	Klebsiella	10	6	4	60.0	10	3	2
GCF_041110985.1	SAMN43047201	PRJNA288601	Enterobacter ludwigii	Enterobacter	6	2	4	33.333	6	2	1
GCF_041116645.1	SAMN42927410	PRJNA1142088	Klebsiella pneumoniae	Klebsiella	4	0	4	0.0	4	1	0
GCF_041154335.1	SAMD00787771	PRJDB11064	Pseudomonas aeruginosa	Pseudomonas	5	0	5	0.0	5	1	0
GCF_041154375.1	SAMD00574245	PRJDB15137	Enterobacter asburiae	Enterobacter	5	1	4	20.0	5	2	1
GCF_041154685.1	SAMD00760303	PRJDB17760	Klebsiella pasteurii	Klebsiella	3	0	3	0.0	3	1	0
GCF_041200215.1	SAMN43016815	PRJNA1143696	Klebsiella pneumoniae	Klebsiella	17	15	2	88.235	14	4	3
GCF_041200225.2	SAMN43016820	PRJNA1143699	Klebsiella pneumoniae	Klebsiella	4	0	4	0.0	4	1	0
GCF_041200235.1	SAMN43016818	PRJNA1143697	Klebsiella pneumoniae	Klebsiella	23	19	4	82.609	21	3	2
GCF_041200245.2	SAMN43016821	PRJNA1143700	Klebsiella pneumoniae	Klebsiella	4	0	4	0.0	4	1	0
GCF_041200255.1	SAMN43017035	PRJNA1143702	Klebsiella pneumoniae	Klebsiella	7	3	4	42.857	7	2	1
GCF_041200275.1	SAMN43017825	PRJNA1143714	Klebsiella pneumoniae	Klebsiella	22	18	4	81.818	20	5	4
GCF_041200285.1	SAMN43017826	PRJNA1143716	Klebsiella pneumoniae	Klebsiella	21	17	4	80.952	20	4	3
GCF_041212775.1	SAMN42990734	PRJNA1143028	Klebsiella pneumoniae	Klebsiella	19	15	4	78.947	19	4	3
GCF_041213405.1	SAMN42990731	PRJNA1143028	Klebsiella pneumoniae	Klebsiella	22	18	4	81.818	21	3	2
GCF_041213435.1	SAMN42990733	PRJNA1143028	Klebsiella pneumoniae	Klebsiella	13	9	4	69.231	13	4	3
GCF_041214325.1	SAMN42990732	PRJNA1143028	Klebsiella pneumoniae	Klebsiella	13	9	4	69.231	12	4	3
GCF_041215515.1	SAMN42990730	PRJNA1143028	Klebsiella pneumoniae	Klebsiella	24	20	4	83.333	23	4	3
GCF_041216295.1	SAMN42990729	PRJNA1143028	Klebsiella pneumoniae	Klebsiella	23	19	4	82.609	22	4	3
GCF_041216965.1	SAMN42990724	PRJNA1143028	Klebsiella pneumoniae	Klebsiella	24	20	4	83.333	23	4	3
GCF_041217655.1	SAMN42990728	PRJNA1143028	Klebsiella pneumoniae	Klebsiella	18	14	4	77.778	16	4	3
GCF_041218425.1	SAMN42990725	PRJNA1143028	Klebsiella pneumoniae	Klebsiella	15	11	4	73.333	14	4	3
GCF_041218735.1	SAMN42990726	PRJNA1143028	Klebsiella pneumoniae	Klebsiella	13	9	4	69.231	12	3	2
GCF_041218905.1	SAMN42990727	PRJNA1143028	Klebsiella pneumoniae	Klebsiella	11	7	4	63.636	11	3	2
GCF_041219915.1	SAMN42990720	PRJNA1143028	Klebsiella pneumoniae	Klebsiella	16	12	4	75.0	15	5	4
GCF_041220685.1	SAMN42990721	PRJNA1143028	Klebsiella pneumoniae	Klebsiella	9	5	4	55.556	9	3	2
GCF_041221275.1	SAMN42990719	PRJNA1143028	Klebsiella pneumoniae	Klebsiella	8	4	4	50.0	8	3	2
GCF_041221345.1	SAMN42990722	PRJNA1143028	Klebsiella pneumoniae	Klebsiella	27	23	4	85.185	23	4	3
GCF_041221375.1	SAMN42990718	PRJNA1143028	Klebsiella pneumoniae	Klebsiella	13	9	4	69.231	12	3	2
GCF_041221385.1	SAMN42990714	PRJNA1143028	Klebsiella pneumoniae	Klebsiella	7	3	4	42.857	7	4	3
GCF_041221395.1	SAMN42990713	PRJNA1143028	Klebsiella pneumoniae	Klebsiella	9	5	4	55.556	9	3	2
GCF_041221405.1	SAMN42990703	PRJNA1143028	Klebsiella pneumoniae	Klebsiella	12	8	4	66.667	11	3	2
GCF_041221755.1	SAMN42990715	PRJNA1143028	Klebsiella pneumoniae	Klebsiella	13	9	4	69.231	12	4	3
GCF_041221885.1	SAMN42990717	PRJNA1143028	Klebsiella pneumoniae	Klebsiella	18	13	5	72.222	18	3	2
GCF_041221895.1	SAMN42990707	PRJNA1143028	Klebsiella pneumoniae	Klebsiella	12	8	4	66.667	11	3	2
GCF_041221905.1	SAMN42990706	PRJNA1143028	Klebsiella pneumoniae	Klebsiella	16	12	4	75.0	16	4	3
GCF_041221915.1	SAMN42990716	PRJNA1143028	Klebsiella pneumoniae	Klebsiella	9	5	4	55.556	9	3	2
GCF_041221925.1	SAMN42990708	PRJNA1143028	Klebsiella pneumoniae	Klebsiella	18	14	4	77.778	18	4	3
GCF_041221935.1	SAMN42990712	PRJNA1143028	Klebsiella pneumoniae	Klebsiella	25	21	4	84.0	22	4	3
GCF_041222145.1	SAMN42990711	PRJNA1143028	Klebsiella pneumoniae	Klebsiella	24	20	4	83.333	23	3	2
GCF_041222155.1	SAMN42990710	PRJNA1143028	Klebsiella pneumoniae	Klebsiella	14	10	4	71.429	14	4	3
GCF_041222175.1	SAMN42990700	PRJNA1143028	Klebsiella pneumoniae	Klebsiella	27	23	4	85.185	23	4	3
GCF_041222185.1	SAMN42990702	PRJNA1143028	Klebsiella pneumoniae	Klebsiella	26	6	20	23.077	20	3	2
GCF_041222585.1	SAMN42990701	PRJNA1143028	Klebsiella pneumoniae	Klebsiella	31	6	25	19.355	20	3	2
GCF_041222685.1	SAMN42990698	PRJNA1143028	Klebsiella pneumoniae	Klebsiella	11	7	4	63.636	11	3	2
GCF_041222775.1	SAMN43024765	PRJNA716566	Klebsiella pneumoniae	Klebsiella	4	0	4	0.0	4	1	0
GCF_041281675.1	SAMN43024753	PRJNA716566	Klebsiella pneumoniae	Klebsiella	5	1	4	20.0	5	2	1
GCF_041282635.1	SAMN24965732	PRJNA812595	Klebsiella aerogenes	Klebsiella	4	0	4	0.0	4	1	0
GCF_041282745.1	SAMN24965758	PRJNA812595	Klebsiella michiganensis	Klebsiella	4	1	3	25.0	4	2	1
GCF_041283295.1	SAMN25755508	PRJNA812595	Klebsiella aerogenes	Klebsiella	8	4	4	50.0	8	2	1
GCF_041283355.1	SAMN27182086	PRJNA812595	Klebsiella michiganensis	Klebsiella	9	6	3	66.667	9	2	1
GCF_041283395.1	SAMN28103368	PRJNA812595	Klebsiella michiganensis	Klebsiella	9	6	3	66.667	9	2	1
GCF_041283405.1	SAMN30655644	PRJNA812595	Klebsiella michiganensis	Klebsiella	9	6	3	66.667	9	2	1
GCF_041283475.1	SAMN38251286	PRJNA812595	Klebsiella pasteurii	Klebsiella	9	6	3	66.667	8	3	2
GCF_041283485.1	SAMN32093411	PRJNA812595	Klebsiella michiganensis	Klebsiella	21	17	4	80.952	20	2	1
GCF_041283495.1	SAMN34191887	PRJNA812595	Klebsiella michiganensis	Klebsiella	7	3	4	42.857	7	3	2
GCF_041283525.1	SAMN43062898	PRJNA1145345	Klebsiella pneumoniae	Klebsiella	17	13	4	76.471	17	2	1
GCF_041283535.1	SAMN43062803	PRJNA1145340	Klebsiella pneumoniae	Klebsiella	23	19	4	82.609	20	5	4
GCF_041283545.1	SAMN43063510	PRJNA1145346	Klebsiella pneumoniae	Klebsiella	23	19	4	82.609	20	5	4
GCF_041283575.1	SAMN43063518	PRJNA1145354	Klebsiella pneumoniae	Klebsiella	22	18	4	81.818	20	5	4
GCF_041283585.1	SAMN43063539	PRJNA1145355	Klebsiella pneumoniae	Klebsiella	20	16	4	80.0	17	3	2
GCF_041296515.1	SAMN43024041	PRJNA1143962	Klebsiella pneumoniae	Klebsiella	15	10	5	66.667	13	3	2
GCF_041318315.1	SAMN29495195	PRJNA850883	Klebsiella aerogenes	Klebsiella	17	13	4	76.471	16	2	1
GCF_041318405.1	SAMN29495193	PRJNA850883	Klebsiella pneumoniae	Klebsiella	31	27	4	87.097	25	4	3
GCF_041318575.1	SAMN29495192	PRJNA850883	Klebsiella pneumoniae	Klebsiella	14	10	4	71.429	14	2	1
GCF_041318585.1	SAMN29495191	PRJNA850883	Klebsiella pneumoniae	Klebsiella	17	13	4	76.471	14	3	2
GCF_041319315.1	SAMN29495188	PRJNA850883	Pseudomonas nitroreducens	Pseudomonas	10	10	0	100.0	10	1	1
GCF_041320625.1	SAMN43077342	PRJNA1145638	Klebsiella quasipneumoniae	Klebsiella	16	12	4	75.0	15	3	2
GCF_041320635.1	SAMN43076945	PRJNA1145622	Klebsiella pneumoniae	Klebsiella	21	16	5	76.19	16	3	2
GCF_041320645.1	SAMN43077410	PRJNA1145647	Klebsiella pneumoniae	Klebsiella	14	10	4	71.429	13	3	2
GCF_041344895.2	SAMN43062716	PRJNA1145326	Klebsiella pneumoniae	Klebsiella	18	14	4	77.778	15	4	3
GCF_041344955.1	SAMN43111172	PRJNA1146755	Pseudomonas aeruginosa	Pseudomonas	11	6	5	54.545	10	2	1
GCF_041344965.1	SAMN43111171	PRJNA1146755	Pseudomonas aeruginosa	Pseudomonas	15	10	5	66.667	13	2	1
GCF_041344975.1	SAMN43111170	PRJNA1146755	Pseudomonas aeruginosa	Pseudomonas	17	12	5	70.588	14	2	1
GCF_041344985.1	SAMN43111169	PRJNA1146755	Pseudomonas aeruginosa	Pseudomonas	14	0	14	0.0	12	1	0
GCF_041346665.1	SAMN42216240	PRJNA1130653	Klebsiella pneumoniae	Klebsiella	14	10	4	71.429	13	3	2
GCF_041346895.1	SAMN42216241	PRJNA1130653	Klebsiella pneumoniae	Klebsiella	15	9	6	60.0	13	4	3
GCF_041346905.1	SAMN42216242	PRJNA1130653	Klebsiella pneumoniae	Klebsiella	23	18	5	78.261	20	4	3
GCF_041346915.1	SAMN42216243	PRJNA1130653	Klebsiella pneumoniae	Klebsiella	15	11	4	73.333	15	3	2
GCF_041378885.1	SAMN42901643	PRJNA791797	Enterobacter hormaechei	Enterobacter	8	4	4	50.0	8	3	2
GCF_041378905.1	SAMN42902467	PRJNA791797	Enterobacter hormaechei	Enterobacter	10	6	4	60.0	9	3	2
GCF_041378915.1	SAMN42902419	PRJNA791797	Enterobacter hormaechei	Enterobacter	11	7	4	63.636	9	3	2
GCF_041378925.1	SAMN42902456	PRJNA791797	Enterobacter hormaechei	Enterobacter	10	6	4	60.0	9	3	2
GCF_041378935.1	SAMN43049402	PRJNA1145087	Pseudomonas aeruginosa	Pseudomonas	5	0	5	0.0	5	1	0
GCF_041379735.1	SAMN43160958	PRJNA1147610	Klebsiella aerogenes	Klebsiella	4	0	4	0.0	4	1	0
GCF_041379785.1	SAMN43024701	PRJNA716566	Klebsiella pneumoniae	Klebsiella	4	0	4	0.0	4	1	0
GCF_041410215.1	SAMN43023879	PRJNA791797	Enterobacter hormaechei	Enterobacter	22	18	4	81.818	19	3	2
GCF_041462765.1	SAMN43321952	PRJNA288601	Enterobacter roggenkampii	Enterobacter	6	2	4	33.333	6	2	1
GCF_041514425.1	SAMN43269588	PRJNA1130897	Pseudomonas aeruginosa	Pseudomonas	5	0	5	0.0	5	1	0
GCF_041514435.1	SAMN43063630	PRJNA1150147	Klebsiella pneumoniae	Klebsiella	24	20	4	83.333	17	6	5
GCF_041514545.1	SAMN43272214	PRJNA1150147	Klebsiella pneumoniae	Klebsiella	22	18	4	81.818	20	5	4
GCF_041514655.1	SAMN43272233	PRJNA1150156	Klebsiella pneumoniae	Klebsiella	21	17	4	80.952	20	3	2
GCF_041514725.1	SAMN43272272	PRJNA1150157	Klebsiella pneumoniae	Klebsiella	11	9	2	81.818	10	3	2
GCF_041514735.1	SAMN43272452	PRJNA1150160	Klebsiella pneumoniae	Klebsiella	4	0	4	0.0	4	1	0
GCF_041515505.2	SAMN43272468	PRJNA1150172	Klebsiella pneumoniae	Klebsiella	6	2	4	33.333	6	3	2
GCF_041516195.1	SAMN43272523	PRJNA1150176	Klebsiella pneumoniae	Klebsiella	5	1	4	20.0	5	2	1
GCF_041516885.1	SAMN43273390	PRJNA1150181	Klebsiella pneumoniae	Klebsiella	5	1	4	20.0	5	2	1
GCF_041518305.1	SAMN43273399	PRJNA1150183	Klebsiella pneumoniae	Klebsiella	4	0	4	0.0	4	1	0
GCF_041518535.1	SAMN43273600	PRJNA1150184	Klebsiella pneumoniae	Klebsiella	4	0	4	0.0	4	1	0
GCF_041519425.1	SAMN43269664	PRJNA1130897	Pseudomonas aeruginosa	Pseudomonas	5	0	5	0.0	5	1	0
GCF_041519535.1	SAMN43269780	PRJNA1130897	Pseudomonas aeruginosa	Pseudomonas	5	0	5	0.0	5	1	0
GCF_041519645.1	SAMN43269763	PRJNA1130897	Pseudomonas aeruginosa	Pseudomonas	5	0	5	0.0	5	1	0
GCF_041529985.1	SAMN43273619	PRJNA1150187	Klebsiella pneumoniae	Klebsiella	5	1	4	20.0	5	2	1
GCF_041529995.1	SAMN43273609	PRJNA1150185	Klebsiella pneumoniae	Klebsiella	4	0	4	0.0	4	1	0
GCF_041530005.1	SAMN43274017	PRJNA1150200	Klebsiella pneumoniae	Klebsiella	4	0	4	0.0	4	1	0
GCF_041530015.1	SAMN43273852	PRJNA1150196	Klebsiella pneumoniae	Klebsiella	4	0	4	0.0	4	1	0
GCF_041530025.1	SAMN43273719	PRJNA1150194	Klebsiella pneumoniae	Klebsiella	4	0	4	0.0	4	1	0
GCF_041530375.1	SAMN43288858	PRJNA1150551	Klebsiella pneumoniae	Klebsiella	17	12	5	70.588	17	2	1
GCF_041545425.1	SAMN42776767	PRJNA1139702	Klebsiella pneumoniae	Klebsiella	10	6	4	60.0	8	4	3
GCF_041545435.1	SAMN42776768	PRJNA1139702	Klebsiella pneumoniae	Klebsiella	15	12	3	80.0	14	4	3
GCF_041545445.1	SAMN42776769	PRJNA1139702	Klebsiella pneumoniae	Klebsiella	17	13	4	76.471	15	5	4
GCF_041725675.1	SAMN43359353	PRJNA554399	Klebsiella ornithinolytica	Klebsiella	12	9	3	75.0	10	3	2
GCF_041725755.1	SAMN43359352	PRJNA554399	Klebsiella ornithinolytica	Klebsiella	11	8	3	72.727	10	3	2
GCF_041726275.1	SAMN43305047	PRJNA1151211	Klebsiella pneumoniae	Klebsiella	14	10	4	71.429	13	3	2
GCF_041734115.1	SAMN43400397	PRJNA1153625	Klebsiella pneumoniae	Klebsiella	16	12	4	75.0	14	3	2
GCF_041734125.1	SAMN43400623	PRJNA1153628	Klebsiella pneumoniae	Klebsiella	17	13	4	76.471	14	3	2
GCF_041753685.1	SAMN40910348	PRJNA1098507	Klebsiella variicola	Klebsiella	4	0	4	0.0	4	1	0
GCF_041765335.1	SAMN40910478	PRJNA1098507	Klebsiella variicola	Klebsiella	4	0	4	0.0	4	1	0
GCF_041765355.1	SAMN40910475	PRJNA1098507	Klebsiella variicola	Klebsiella	6	0	6	0.0	5	1	0
GCF_041816245.1	SAMN40910354	PRJNA1098507	Klebsiella variicola	Klebsiella	4	0	4	0.0	4	1	0
GCF_041828825.1	SAMN40910347	PRJNA1098507	Klebsiella quasipneumoniae	Klebsiella	4	0	4	0.0	4	1	0
GCF_041834285.1	SAMN40910345	PRJNA1098507	Klebsiella variicola	Klebsiella	4	0	4	0.0	4	1	0
GCF_041834295.1	SAMN40910344	PRJNA1098507	Klebsiella variicola	Klebsiella	4	0	4	0.0	4	1	0
GCF_041834835.1	SAMN40910342	PRJNA1098507	Klebsiella variicola	Klebsiella	4	0	4	0.0	4	1	0
GCF_041853195.1	SAMN40910336	PRJNA1098507	Klebsiella variicola	Klebsiella	4	0	4	0.0	4	1	0
GCF_041857135.1	SAMN42954612	PRJNA1142680	Klebsiella variicola	Klebsiella	4	0	4	0.0	4	1	0
GCF_041860035.1	SAMN40910809	PRJNA1098507	Klebsiella variicola	Klebsiella	4	0	4	0.0	4	1	0
GCF_041860105.1	SAMN40910453	PRJNA1098507	Klebsiella variicola	Klebsiella	4	0	4	0.0	4	1	0
GCF_041860115.1	SAMN40910451	PRJNA1098507	Klebsiella variicola	Klebsiella	4	0	4	0.0	4	1	0
GCF_041860125.1	SAMN40910446	PRJNA1098507	Klebsiella quasipneumoniae	Klebsiella	4	0	4	0.0	4	1	0
GCF_041860145.1	SAMN40910376	PRJNA1098507	Klebsiella variicola	Klebsiella	4	0	4	0.0	4	1	0
GCF_041860165.1	SAMN40910371	PRJNA1098507	Klebsiella quasipneumoniae	Klebsiella	5	0	5	0.0	5	1	0
GCF_041860345.1	SAMN40910459	PRJNA1098507	Klebsiella variicola	Klebsiella	4	0	4	0.0	4	1	0
GCF_041860365.1	SAMN40910457	PRJNA1098507	Klebsiella variicola	Klebsiella	4	0	4	0.0	4	1	0
GCF_041860435.1	SAMN40910448	PRJNA1098507	Klebsiella quasipneumoniae	Klebsiella	4	0	4	0.0	4	1	0
GCF_041860455.1	SAMN40910445	PRJNA1098507	Klebsiella variicola	Klebsiella	4	0	4	0.0	4	1	0
GCF_041860475.1	SAMN40910443	PRJNA1098507	Klebsiella variicola	Klebsiella	6	2	4	33.333	6	2	1
GCF_041860805.1	SAMN40910511	PRJNA1098507	Klebsiella variicola	Klebsiella	4	0	4	0.0	4	1	0
GCF_041860815.1	SAMN40910734	PRJNA1098507	Klebsiella variicola	Klebsiella	4	0	4	0.0	4	1	0
GCF_041860875.1	SAMN28626347	PRJNA835677	Klebsiella pneumoniae	Klebsiella	4	0	4	0.0	4	1	0
GCF_041860885.1	SAMN28626339	PRJNA835677	Klebsiella pneumoniae	Klebsiella	4	0	4	0.0	4	1	0
GCF_041860895.1	SAMN28626335	PRJNA835677	Klebsiella pneumoniae	Klebsiella	5	1	4	20.0	5	2	1
GCF_041860905.1	SAMN28626334	PRJNA835677	Klebsiella pneumoniae	Klebsiella	4	0	4	0.0	4	1	0
GCF_041860915.1	SAMN28626331	PRJNA835677	Klebsiella pneumoniae	Klebsiella	6	1	5	16.667	6	2	1
GCF_041860925.1	SAMN28626329	PRJNA835677	Klebsiella pneumoniae	Klebsiella	4	0	4	0.0	4	1	0
GCF_041860935.1	SAMN28626323	PRJNA835677	Klebsiella pneumoniae	Klebsiella	4	0	4	0.0	4	1	0
GCF_041860945.1	SAMN28626318	PRJNA835677	Klebsiella pneumoniae	Klebsiella	5	1	4	20.0	5	2	1
GCF_041860955.1	SAMN28626316	PRJNA835677	Klebsiella pneumoniae	Klebsiella	5	1	4	20.0	5	2	1
GCF_041860965.1	SAMN28626304	PRJNA835677	Klebsiella pneumoniae	Klebsiella	4	0	4	0.0	4	1	0
GCF_041860975.1	SAMN28626300	PRJNA835677	Klebsiella pneumoniae	Klebsiella	4	0	4	0.0	4	1	0
GCF_041860985.1	SAMN28626299	PRJNA835677	Klebsiella pneumoniae	Klebsiella	4	0	4	0.0	4	1	0
GCF_041860995.1	SAMN28626296	PRJNA835677	Klebsiella pneumoniae	Klebsiella	4	0	4	0.0	4	1	0
GCF_041861005.1	SAMN28626290	PRJNA835677	Klebsiella variicola	Klebsiella	4	0	4	0.0	4	1	0
GCF_041861015.1	SAMN28626287	PRJNA835677	Klebsiella pneumoniae	Klebsiella	5	1	4	20.0	5	2	1
GCF_041861025.1	SAMN28626276	PRJNA835677	Klebsiella pneumoniae	Klebsiella	5	1	4	20.0	5	2	1
GCF_041861035.1	SAMN28626275	PRJNA835677	Klebsiella pneumoniae	Klebsiella	6	2	4	33.333	6	2	1
GCF_041861045.1	SAMN28626267	PRJNA835677	Klebsiella quasipneumoniae	Klebsiella	4	0	4	0.0	4	1	0
GCF_041861055.1	SAMN28626263	PRJNA835677	Klebsiella pneumoniae	Klebsiella	4	0	4	0.0	4	1	0
GCF_041861065.1	SAMN28626258	PRJNA835677	Klebsiella variicola	Klebsiella	4	0	4	0.0	4	1	0
GCF_041861085.1	SAMN28626242	PRJNA835677	Klebsiella pneumoniae	Klebsiella	5	0	5	0.0	5	1	0
GCF_041861095.1	SAMN28626241	PRJNA835677	Klebsiella pneumoniae	Klebsiella	4	0	4	0.0	4	1	0
GCF_041861105.1	SAMN32676144	PRJNA922900	Klebsiella pneumoniae	Klebsiella	4	0	4	0.0	4	1	0
GCF_041861115.1	SAMN32676136	PRJNA922900	Klebsiella pneumoniae	Klebsiella	4	0	4	0.0	4	1	0
GCF_041861135.1	SAMN28626226	PRJNA835677	Klebsiella variicola	Klebsiella	4	0	4	0.0	4	1	0
GCF_041861145.1	SAMN28626224	PRJNA835677	Klebsiella pneumoniae	Klebsiella	5	1	4	20.0	5	2	1
GCF_041861155.1	SAMN32676150	PRJNA922900	Klebsiella pneumoniae	Klebsiella	4	0	4	0.0	4	1	0
GCF_041861165.1	SAMN32676138	PRJNA922900	Klebsiella pneumoniae	Klebsiella	5	1	4	20.0	5	2	1
GCF_041861175.1	SAMN32676124	PRJNA922900	Klebsiella pneumoniae	Klebsiella	4	0	4	0.0	4	1	0
GCF_041861195.1	SAMN32676118	PRJNA922900	Klebsiella pneumoniae	Klebsiella	4	0	4	0.0	4	1	0
GCF_041861205.1	SAMN32676117	PRJNA922900	Klebsiella pneumoniae	Klebsiella	4	0	4	0.0	4	1	0
GCF_041861225.1	SAMN32676111	PRJNA922900	Klebsiella pneumoniae	Klebsiella	4	0	4	0.0	4	1	0
GCF_041861235.1	SAMN32676100	PRJNA922900	Klebsiella pneumoniae	Klebsiella	4	0	4	0.0	4	1	0
GCF_041861245.1	SAMN32676095	PRJNA922900	Klebsiella pneumoniae	Klebsiella	4	0	4	0.0	4	1	0
GCF_041861255.1	SAMN32676088	PRJNA922900	Klebsiella pneumoniae	Klebsiella	4	0	4	0.0	4	1	0
GCF_041861265.1	SAMN32676085	PRJNA922900	Klebsiella pneumoniae	Klebsiella	5	0	5	0.0	5	1	0
GCF_041861275.1	SAMN32676084	PRJNA922900	Klebsiella pneumoniae	Klebsiella	4	0	4	0.0	4	1	0
GCF_041861285.1	SAMN32676082	PRJNA922900	Klebsiella pneumoniae	Klebsiella	5	0	5	0.0	5	1	0
GCF_041861295.1	SAMN32676075	PRJNA922900	Klebsiella pneumoniae	Klebsiella	4	0	4	0.0	4	1	0
GCF_041861315.1	SAMN32676067	PRJNA922900	Klebsiella variicola	Klebsiella	4	0	4	0.0	4	1	0
GCF_041861325.1	SAMN32676066	PRJNA922900	Klebsiella pneumoniae	Klebsiella	4	0	4	0.0	4	1	0
GCF_041861335.1	SAMN32676063	PRJNA922900	Klebsiella pneumoniae	Klebsiella	4	0	4	0.0	4	1	0
GCF_041861345.1	SAMN32676061	PRJNA922900	Klebsiella pneumoniae	Klebsiella	4	0	4	0.0	4	1	0
GCF_041861355.1	SAMN32676060	PRJNA922900	Klebsiella pneumoniae	Klebsiella	4	0	4	0.0	4	1	0
GCF_041861465.1	SAMN40910386	PRJNA1098507	Klebsiella quasipneumoniae	Klebsiella	4	0	4	0.0	4	1	0
GCF_041861485.1	SAMN40910384	PRJNA1098507	Klebsiella variicola	Klebsiella	5	0	5	0.0	5	1	0
GCF_041861505.1	SAMN40910382	PRJNA1098507	Klebsiella quasipneumoniae	Klebsiella	5	1	4	20.0	5	2	1
GCF_041861535.1	SAMN40910378	PRJNA1098507	Klebsiella variicola	Klebsiella	5	1	4	20.0	5	2	1
GCF_041861605.1	SAMN40910367	PRJNA1098507	Klebsiella variicola	Klebsiella	4	0	4	0.0	4	1	0
GCF_041861625.1	SAMN40910365	PRJNA1098507	Klebsiella variicola	Klebsiella	4	0	4	0.0	4	1	0
GCF_041861735.1	SAMN40910775	PRJNA1098507	Klebsiella variicola	Klebsiella	5	0	5	0.0	5	1	0
GCF_041861775.1	SAMN40910737	PRJNA1098507	Klebsiella variicola	Klebsiella	4	0	4	0.0	4	1	0
GCF_041861805.1	SAMN40910728	PRJNA1098507	Klebsiella variicola	Klebsiella	4	0	4	0.0	4	1	0
GCF_041863175.1	SAMN40910514	PRJNA1098507	Klebsiella variicola	Klebsiella	11	7	4	63.636	11	2	1
GCF_041865045.1	SAMN40910550	PRJNA1098507	Klebsiella variicola	Klebsiella	5	1	4	20.0	5	2	1
GCF_041869545.1	SAMN40910789	PRJNA1098507	Klebsiella variicola	Klebsiella	8	4	4	50.0	8	2	1
GCF_041870035.1	SAMN40910576	PRJNA1098507	Klebsiella variicola	Klebsiella	4	0	4	0.0	4	1	0
GCF_041870165.1	SAMN43432890	PRJNA1154789	Klebsiella pneumoniae	Klebsiella	18	14	4	77.778	17	4	3
GCF_041879285.1	SAMN13675193	PRJNA597413	Pseudomonas putida	Pseudomonas	3	0	3	0.0	3	1	0
GCF_041889455.1	SAMN38656430	PRJNA692086	Klebsiella pneumoniae	Klebsiella	11	7	4	63.636	11	4	3
GCF_041889465.1	SAMN40910596	PRJNA1098507	Klebsiella variicola	Klebsiella	4	0	4	0.0	4	1	0
GCF_041889635.1	SAMN40910571	PRJNA1098507	Klebsiella variicola	Klebsiella	4	0	4	0.0	4	1	0
GCF_041889855.1	SAMN40910536	PRJNA1098507	Klebsiella quasipneumoniae	Klebsiella	4	0	4	0.0	4	1	0
