assembly_accession	assembly_version	replicon_accession	replicon_name	replicon_length	topology	species	genus	bioproject_accession	n_chromosomal_arg_occurrences	n_context_blocks	download_url	local_filename	expected_checksum
GCF_027571095.1	GCF_027571095.1	NZ_CP110346.1	chromosome	6783004	circular	Pseudomonas aeruginosa	Pseudomonas	PRJNA867228	7	5	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP110346.1&rettype=fasta&retmode=text	NZ_CP110346.1.fna	
GCF_027571115.1	GCF_027571115.1	NZ_CP110348.1	chromosome	6844349	circular	Pseudomonas aeruginosa	Pseudomonas	PRJNA867279	5	4	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP110348.1&rettype=fasta&retmode=text	NZ_CP110348.1.fna	
GCF_027571135.1	GCF_027571135.1	NZ_CP110350.1	chromosome	6843186	circular	Pseudomonas aeruginosa	Pseudomonas	PRJNA867285	5	4	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP110350.1&rettype=fasta&retmode=text	NZ_CP110350.1.fna	
GCF_027571155.1	GCF_027571155.1	NZ_CP110349.1	chromosome	7089219	circular	Pseudomonas aeruginosa	Pseudomonas	PRJNA867292	5	4	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP110349.1&rettype=fasta&retmode=text	NZ_CP110349.1.fna	
GCF_027571175.1	GCF_027571175.1	NZ_CP110351.1	chromosome	6536263	circular	Pseudomonas aeruginosa	Pseudomonas	PRJNA867283	5	4	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP110351.1&rettype=fasta&retmode=text	NZ_CP110351.1.fna	
GCF_027571195.1	GCF_027571195.1	NZ_CP110352.1	chromosome	6576722	circular	Pseudomonas aeruginosa	Pseudomonas	PRJNA867297	5	4	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP110352.1&rettype=fasta&retmode=text	NZ_CP110352.1.fna	
GCF_027571215.1	GCF_027571215.1	NZ_CP110347.1	chromosome	6236756	circular	Pseudomonas aeruginosa	Pseudomonas	PRJNA867301	5	4	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP110347.1&rettype=fasta&retmode=text	NZ_CP110347.1.fna	
GCF_027571285.1	GCF_027571285.1	NZ_CP104254.1	chromosome	6677289	circular	Pseudomonas aeruginosa	Pseudomonas	PRJNA867192	5	4	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP104254.1&rettype=fasta&retmode=text	NZ_CP104254.1.fna	
GCF_027571305.1	GCF_027571305.1	NZ_CP110353.1	chromosome	6540752	circular	Pseudomonas aeruginosa	Pseudomonas	PRJNA867296	5	4	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP110353.1&rettype=fasta&retmode=text	NZ_CP110353.1.fna	
GCF_027571325.1	GCF_027571325.1	NZ_CP111034.1	chromosome	6453705	circular	Pseudomonas aeruginosa	Pseudomonas	PRJNA867294	29	8	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP111034.1&rettype=fasta&retmode=text	NZ_CP111034.1.fna	
GCF_027571345.1	GCF_027571345.1	NZ_CP111032.1	chromosome	6817909	circular	Pseudomonas aeruginosa	Pseudomonas	PRJNA867299	5	4	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP111032.1&rettype=fasta&retmode=text	NZ_CP111032.1.fna	
GCF_027571365.1	GCF_027571365.1	NZ_CP111030.1	chromosome	6774407	circular	Pseudomonas aeruginosa	Pseudomonas	PRJNA867272	5	4	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP111030.1&rettype=fasta&retmode=text	NZ_CP111030.1.fna	
GCF_027594685.1	GCF_027594685.1	NZ_CP106784.1	chromosome	6553815	circular	Pseudomonas aeruginosa	Pseudomonas	PRJNA883938	5	4	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP106784.1&rettype=fasta&retmode=text	NZ_CP106784.1.fna	
GCF_027594965.1	GCF_027594965.1	NZ_CP096822.1	chromosome	6672385	circular	Pseudomonas aeruginosa	Pseudomonas	PRJNA833228	5	4	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP096822.1&rettype=fasta&retmode=text	NZ_CP096822.1.fna	
GCF_027594985.1	GCF_027594985.1	NZ_CP096909.1	chromosome	6890238	circular	Pseudomonas aeruginosa	Pseudomonas	PRJNA833752	13	7	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP096909.1&rettype=fasta&retmode=text	NZ_CP096909.1.fna	
GCF_027595005.1	GCF_027595005.1	NZ_CP096912.1	chromosome	6583864	circular	Pseudomonas aeruginosa	Pseudomonas	PRJNA833753	18	6	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP096912.1&rettype=fasta&retmode=text	NZ_CP096912.1.fna	
GCF_027595025.1	GCF_027595025.1	NZ_CP096913.1	chromosome	7106701	circular	Pseudomonas aeruginosa	Pseudomonas	PRJNA833755	7	5	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP096913.1&rettype=fasta&retmode=text	NZ_CP096913.1.fna	
GCF_028366415.1	GCF_028366415.1	NZ_CP130942.1	chromosome	7085539	circular	Pseudomonas aeruginosa	Pseudomonas	PRJNA812595	27	8	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP130942.1&rettype=fasta&retmode=text	NZ_CP130942.1.fna	
GCF_028403965.1	GCF_028403965.1	NZ_CP116715.1	chromosome	7012556	circular	Pseudomonas aeruginosa	Pseudomonas	PRJNA905051	9	4	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP116715.1&rettype=fasta&retmode=text	NZ_CP116715.1.fna	
GCF_028403985.1	GCF_028403985.1	NZ_CP116721.1	chromosome	7092945	circular	Pseudomonas aeruginosa	Pseudomonas	PRJNA905051	13	5	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP116721.1&rettype=fasta&retmode=text	NZ_CP116721.1.fna	
GCF_028404005.1	GCF_028404005.1	NZ_CP116718.1	chromosome	6953400	circular	Pseudomonas aeruginosa	Pseudomonas	PRJNA905051	12	4	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP116718.1&rettype=fasta&retmode=text	NZ_CP116718.1.fna	
GCF_028404025.1	GCF_028404025.1	NZ_CP116724.1	chromosome	7153626	circular	Pseudomonas aeruginosa	Pseudomonas	PRJNA905051	9	5	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP116724.1&rettype=fasta&retmode=text	NZ_CP116724.1.fna	
GCF_028404045.1	GCF_028404045.1	NZ_CP116717.1	chromosome	7165834	circular	Pseudomonas aeruginosa	Pseudomonas	PRJNA905051	9	5	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP116717.1&rettype=fasta&retmode=text	NZ_CP116717.1.fna	
GCF_028404065.1	GCF_028404065.1	NZ_CP116720.1	chromosome	7055952	circular	Pseudomonas aeruginosa	Pseudomonas	PRJNA905051	9	5	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP116720.1&rettype=fasta&retmode=text	NZ_CP116720.1.fna	
GCF_028404085.1	GCF_028404085.1	NZ_CP116722.1	chromosome	7262764	circular	Pseudomonas aeruginosa	Pseudomonas	PRJNA905051	9	5	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP116722.1&rettype=fasta&retmode=text	NZ_CP116722.1.fna	
GCF_028404105.1	GCF_028404105.1	NZ_CP116725.1	chromosome	7057974	circular	Pseudomonas aeruginosa	Pseudomonas	PRJNA905051	8	5	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP116725.1&rettype=fasta&retmode=text	NZ_CP116725.1.fna	
GCF_028595525.2	GCF_028595525.2	NZ_CP118641.1	chromosome	6931140	circular	Pseudomonas aeruginosa	Pseudomonas	PRJNA913392	5	4	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP118641.1&rettype=fasta&retmode=text	NZ_CP118641.1.fna	
GCF_028595865.2	GCF_028595865.2	NZ_CP118638.1	chromosome	6518599	circular	Pseudomonas aeruginosa	Pseudomonas	PRJNA913392	5	4	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP118638.1&rettype=fasta&retmode=text	NZ_CP118638.1.fna	
GCF_028622015.1	GCF_028622015.1	NZ_CP117527.1	chromosome	7043257	circular	Pseudomonas aeruginosa	Pseudomonas	PRJNA932461	11	5	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP117527.1&rettype=fasta&retmode=text	NZ_CP117527.1.fna	
GCF_028622895.1	GCF_028622895.1	NZ_CP117749.1	chromosome	6777049	circular	Pseudomonas aeruginosa	Pseudomonas	PRJNA812595	5	4	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP117749.1&rettype=fasta&retmode=text	NZ_CP117749.1.fna	
GCF_028743595.1	GCF_028743595.1	NZ_CP117974.1	chromosome	6832199	circular	Pseudomonas aeruginosa	Pseudomonas	PRJNA933701	5	4	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP117974.1&rettype=fasta&retmode=text	NZ_CP117974.1.fna	
GCF_028751785.1	GCF_028751785.1	NZ_CP084321.1	chromosome	7078644	circular	Pseudomonas aeruginosa	Pseudomonas	PRJNA694231	11	7	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP084321.1&rettype=fasta&retmode=text	NZ_CP084321.1.fna	
GCF_028961985.1	GCF_028961985.1	NZ_CP117300.1	chromosome	6901248	circular	Pseudomonas aeruginosa	Pseudomonas	PRJNA929559	5	4	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP117300.1&rettype=fasta&retmode=text	NZ_CP117300.1.fna	
GCF_029201245.1	GCF_029201245.1	NZ_CP119298.1	chromosome	6423952	circular	Pseudomonas aeruginosa	Pseudomonas	PRJNA940515	5	4	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP119298.1&rettype=fasta&retmode=text	NZ_CP119298.1.fna	
GCF_029856995.1	GCF_029856995.1	NZ_CP110190.1	chromosome	6855868	circular	Pseudomonas aeruginosa	Pseudomonas	PRJNA891673	12	5	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP110190.1&rettype=fasta&retmode=text	NZ_CP110190.1.fna	
GCF_029857015.1	GCF_029857015.1	NZ_CP116682.1	chromosome	6947386	circular	Pseudomonas aeruginosa	Pseudomonas	PRJNA891673	11	5	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP116682.1&rettype=fasta&retmode=text	NZ_CP116682.1.fna	
GCF_029916825.1	GCF_029916825.1	NZ_CP123953.1	chromosome	7299968	circular	Pseudomonas aeruginosa	Pseudomonas	PRJNA946918	27	8	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP123953.1&rettype=fasta&retmode=text	NZ_CP123953.1.fna	
GCF_029958385.1	GCF_029958385.1	NZ_CP124600.1	chromosome	6968785	circular	Pseudomonas aeruginosa	Pseudomonas	PRJNA962534	5	4	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP124600.1&rettype=fasta&retmode=text	NZ_CP124600.1.fna	
GCF_029961245.1	GCF_029961245.1	NZ_CP124622.1	chromosome	6526980	circular	Pseudomonas aeruginosa	Pseudomonas	PRJNA878812	5	4	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP124622.1&rettype=fasta&retmode=text	NZ_CP124622.1.fna	
GCF_029961265.1	GCF_029961265.1	NZ_CP124624.1	chromosome	6512746	circular	Pseudomonas aeruginosa	Pseudomonas	PRJNA878812	5	4	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP124624.1&rettype=fasta&retmode=text	NZ_CP124624.1.fna	
GCF_029961285.1	GCF_029961285.1	NZ_CP124626.1	chromosome	7264314	circular	Pseudomonas aeruginosa	Pseudomonas	PRJNA878812	18	6	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP124626.1&rettype=fasta&retmode=text	NZ_CP124626.1.fna	
GCF_029961305.1	GCF_029961305.1	NZ_CP124638.1	chromosome	6549656	circular	Pseudomonas aeruginosa	Pseudomonas	PRJNA878812	5	4	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP124638.1&rettype=fasta&retmode=text	NZ_CP124638.1.fna	
GCF_029961325.1	GCF_029961325.1	NZ_CP124632.1	chromosome	7290539	circular	Pseudomonas aeruginosa	Pseudomonas	PRJNA878812	18	6	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP124632.1&rettype=fasta&retmode=text	NZ_CP124632.1.fna	
GCF_029961345.1	GCF_029961345.1	NZ_CP124641.1	chromosome	6512383	circular	Pseudomonas aeruginosa	Pseudomonas	PRJNA878812	5	4	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP124641.1&rettype=fasta&retmode=text	NZ_CP124641.1.fna	
GCF_029961385.1	GCF_029961385.1	NZ_CP124663.1	chromosome	6475465	circular	Pseudomonas aeruginosa	Pseudomonas	PRJNA878812	5	4	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP124663.1&rettype=fasta&retmode=text	NZ_CP124663.1.fna	
GCF_029961405.1	GCF_029961405.1	NZ_CP124665.1	chromosome	6474081	circular	Pseudomonas aeruginosa	Pseudomonas	PRJNA878812	5	4	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP124665.1&rettype=fasta&retmode=text	NZ_CP124665.1.fna	
GCF_029961425.1	GCF_029961425.1	NZ_CP124666.1	chromosome	6489094	circular	Pseudomonas aeruginosa	Pseudomonas	PRJNA878812	5	4	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP124666.1&rettype=fasta&retmode=text	NZ_CP124666.1.fna	
GCF_029961445.1	GCF_029961445.1	NZ_CP124667.1	chromosome	6596513	circular	Pseudomonas aeruginosa	Pseudomonas	PRJNA878812	5	4	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP124667.1&rettype=fasta&retmode=text	NZ_CP124667.1.fna	
GCF_029961465.1	GCF_029961465.1	NZ_CP124668.1	chromosome	6581794	circular	Pseudomonas aeruginosa	Pseudomonas	PRJNA878812	5	4	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP124668.1&rettype=fasta&retmode=text	NZ_CP124668.1.fna	
GCF_029961485.1	GCF_029961485.1	NZ_CP124670.1	chromosome	6374511	circular	Pseudomonas aeruginosa	Pseudomonas	PRJNA878812	5	4	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP124670.1&rettype=fasta&retmode=text	NZ_CP124670.1.fna	
GCF_029961505.1	GCF_029961505.1	NZ_CP124669.1	chromosome	6583426	circular	Pseudomonas aeruginosa	Pseudomonas	PRJNA878812	5	4	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP124669.1&rettype=fasta&retmode=text	NZ_CP124669.1.fna	
GCF_029961525.1	GCF_029961525.1	NZ_CP124646.1	chromosome	7181191	circular	Pseudomonas aeruginosa	Pseudomonas	PRJNA878812	13	6	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP124646.1&rettype=fasta&retmode=text	NZ_CP124646.1.fna	
GCF_029961545.1	GCF_029961545.1	NZ_CP124648.1	chromosome	6483169	circular	Pseudomonas aeruginosa	Pseudomonas	PRJNA878812	5	4	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP124648.1&rettype=fasta&retmode=text	NZ_CP124648.1.fna	
GCF_029961565.1	GCF_029961565.1	NZ_CP124649.1	chromosome	7128627	circular	Pseudomonas aeruginosa	Pseudomonas	PRJNA878812	12	6	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP124649.1&rettype=fasta&retmode=text	NZ_CP124649.1.fna	
GCF_029961585.1	GCF_029961585.1	NZ_CP124651.1	chromosome	7164971	circular	Pseudomonas aeruginosa	Pseudomonas	PRJNA878812	5	4	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP124651.1&rettype=fasta&retmode=text	NZ_CP124651.1.fna	
GCF_029961605.1	GCF_029961605.1	NZ_CP124654.1	chromosome	6440143	circular	Pseudomonas aeruginosa	Pseudomonas	PRJNA878812	5	4	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP124654.1&rettype=fasta&retmode=text	NZ_CP124654.1.fna	
GCF_029961625.1	GCF_029961625.1	NZ_CP124657.1	chromosome	6997764	circular	Pseudomonas aeruginosa	Pseudomonas	PRJNA878812	11	5	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP124657.1&rettype=fasta&retmode=text	NZ_CP124657.1.fna	
GCF_029961645.1	GCF_029961645.1	NZ_CP124655.1	chromosome	6986429	circular	Pseudomonas aeruginosa	Pseudomonas	PRJNA878812	12	5	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP124655.1&rettype=fasta&retmode=text	NZ_CP124655.1.fna	
GCF_029961665.1	GCF_029961665.1	NZ_CP124664.1	chromosome	6557834	circular	Pseudomonas aeruginosa	Pseudomonas	PRJNA878812	5	4	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP124664.1&rettype=fasta&retmode=text	NZ_CP124664.1.fna	
GCF_029962145.1	GCF_029962145.1	NZ_CP124652.1	chromosome	6936895	circular	Pseudomonas aeruginosa	Pseudomonas	PRJNA878812	12	5	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP124652.1&rettype=fasta&retmode=text	NZ_CP124652.1.fna	
GCF_029962165.1	GCF_029962165.1	NZ_CP124658.1	chromosome	6943341	circular	Pseudomonas aeruginosa	Pseudomonas	PRJNA878812	5	4	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP124658.1&rettype=fasta&retmode=text	NZ_CP124658.1.fna	
GCF_029962185.1	GCF_029962185.1	NZ_CP124660.1	chromosome	7153669	circular	Pseudomonas aeruginosa	Pseudomonas	PRJNA878812	17	7	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP124660.1&rettype=fasta&retmode=text	NZ_CP124660.1.fna	
GCF_029962205.1	GCF_029962205.1	NZ_CP124662.1	chromosome	7288284	circular	Pseudomonas aeruginosa	Pseudomonas	PRJNA878812	10	5	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP124662.1&rettype=fasta&retmode=text	NZ_CP124662.1.fna	
GCF_030028275.1	GCF_030028275.1	NZ_CP125288.1	chromosome	6423038	circular	Pseudomonas aeruginosa	Pseudomonas	PRJNA970529	5	4	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP125288.1&rettype=fasta&retmode=text	NZ_CP125288.1.fna	
GCF_030034615.1	GCF_030034615.1	NZ_CP125361.1	chromosome	7001200	circular	Pseudomonas aeruginosa	Pseudomonas	PRJNA938808	21	5	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP125361.1&rettype=fasta&retmode=text	NZ_CP125361.1.fna	
GCF_030034635.1	GCF_030034635.1	NZ_CP125363.1	chromosome	7011422	circular	Pseudomonas aeruginosa	Pseudomonas	PRJNA938808	21	5	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP125363.1&rettype=fasta&retmode=text	NZ_CP125363.1.fna	
GCF_030034655.1	GCF_030034655.1	NZ_CP125365.1	chromosome	7012343	circular	Pseudomonas aeruginosa	Pseudomonas	PRJNA938808	21	5	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP125365.1&rettype=fasta&retmode=text	NZ_CP125365.1.fna	
GCF_030034675.1	GCF_030034675.1	NZ_CP125367.1	chromosome	7011947	circular	Pseudomonas aeruginosa	Pseudomonas	PRJNA938808	21	5	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP125367.1&rettype=fasta&retmode=text	NZ_CP125367.1.fna	
GCF_030121855.1	GCF_030121855.1	NZ_CP096927.1	chromosome	6338518	circular	Pseudomonas aeruginosa	Pseudomonas	PRJNA833553	5	4	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP096927.1&rettype=fasta&retmode=text	NZ_CP096927.1.fna	
GCF_030121875.1	GCF_030121875.1	NZ_CP096929.1	chromosome	6850509	circular	Pseudomonas aeruginosa	Pseudomonas	PRJNA833554	10	5	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP096929.1&rettype=fasta&retmode=text	NZ_CP096929.1.fna	
GCF_030121895.1	GCF_030121895.1	NZ_CP096932.1	chromosome	6743125	circular	Pseudomonas aeruginosa	Pseudomonas	PRJNA833555	11	5	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP096932.1&rettype=fasta&retmode=text	NZ_CP096932.1.fna	
GCF_030121915.1	GCF_030121915.1	NZ_CP096934.1	chromosome	6850748	circular	Pseudomonas aeruginosa	Pseudomonas	PRJNA833558	6	5	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP096934.1&rettype=fasta&retmode=text	NZ_CP096934.1.fna	
GCF_030121935.1	GCF_030121935.1	NZ_CP096942.1	chromosome	7263713	circular	Pseudomonas aeruginosa	Pseudomonas	PRJNA833560	13	5	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP096942.1&rettype=fasta&retmode=text	NZ_CP096942.1.fna	
GCF_030121955.1	GCF_030121955.1	NZ_CP096945.1	chromosome	6740322	circular	Pseudomonas aeruginosa	Pseudomonas	PRJNA833566	19	7	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP096945.1&rettype=fasta&retmode=text	NZ_CP096945.1.fna	
GCF_030121975.1	GCF_030121975.1	NZ_CP096941.1	chromosome	6918147	circular	Pseudomonas aeruginosa	Pseudomonas	PRJNA833561	20	6	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP096941.1&rettype=fasta&retmode=text	NZ_CP096941.1.fna	
GCF_030121995.1	GCF_030121995.1	NZ_CP096937.1	chromosome	6582575	circular	Pseudomonas aeruginosa	Pseudomonas	PRJNA833562	11	5	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP096937.1&rettype=fasta&retmode=text	NZ_CP096937.1.fna	
GCF_030122015.1	GCF_030122015.1	NZ_CP096946.1	chromosome	6850102	circular	Pseudomonas aeruginosa	Pseudomonas	PRJNA833569	8	5	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP096946.1&rettype=fasta&retmode=text	NZ_CP096946.1.fna	
GCF_030122035.1	GCF_030122035.1	NZ_CP096950.1	chromosome	6883424	circular	Pseudomonas aeruginosa	Pseudomonas	PRJNA833570	16	6	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP096950.1&rettype=fasta&retmode=text	NZ_CP096950.1.fna	
GCF_030122055.1	GCF_030122055.1	NZ_CP096953.1	chromosome	6815534	circular	Pseudomonas aeruginosa	Pseudomonas	PRJNA833571	11	5	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP096953.1&rettype=fasta&retmode=text	NZ_CP096953.1.fna	
GCF_030122075.1	GCF_030122075.1	NZ_CP096956.1	chromosome	6566613	circular	Pseudomonas aeruginosa	Pseudomonas	PRJNA833574	5	4	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP096956.1&rettype=fasta&retmode=text	NZ_CP096956.1.fna	
GCF_030122095.1	GCF_030122095.1	NZ_CP096958.1	chromosome	6856359	circular	Pseudomonas aeruginosa	Pseudomonas	PRJNA833577	8	5	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP096958.1&rettype=fasta&retmode=text	NZ_CP096958.1.fna	
GCF_030122115.1	GCF_030122115.1	NZ_CP096960.1	chromosome	7044511	circular	Pseudomonas aeruginosa	Pseudomonas	PRJNA833580	14	6	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP096960.1&rettype=fasta&retmode=text	NZ_CP096960.1.fna	
GCF_030122135.1	GCF_030122135.1	NZ_CP096961.1	chromosome	6442275	circular	Pseudomonas aeruginosa	Pseudomonas	PRJNA833582	5	4	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP096961.1&rettype=fasta&retmode=text	NZ_CP096961.1.fna	
GCF_030122155.1	GCF_030122155.1	NZ_CP096964.1	chromosome	6852346	circular	Pseudomonas aeruginosa	Pseudomonas	PRJNA833583	16	5	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP096964.1&rettype=fasta&retmode=text	NZ_CP096964.1.fna	
